control_mean	morphine_mean	M	D	prob	ranking	Length	GC	Chrom	GeneStart	GeneEnd	Biotype	mgi_symbol
ENSMUSG00000103467	1.41432692108111	8.77516415812452	-2.63331047729614	7.36083723704341	0.975274885409215	-7.81768820688587	2621	0.484929416253338	1	189645536	189648156	TEC	Gm38245
ENSMUSG00000054934	12.8248901599778	2.63591831510451	2.28256890153963	10.1889718448733	0.975052327583923	10.4415165587139	3324	0.550240673886883	10	116253766	116309783	protein_coding	Kcnmb4
ENSMUSG00000100002	10.3677750983192	1.94929275857652	2.41108364206231	8.41848233974271	0.974790027289829	8.75694976767483	3933	0.399440630561912	9	25063312	25086887	lncRNA	Gm29642
ENSMUSG00000111594	11.2711343720886	2.22004877012011	2.34396944620377	9.05108560196851	0.974678748377182	9.34967076098932	1480	0.415540540540541	8	70007454	70037814	unprocessed_pseudogene	Gm3365
ENSMUSG00000105791	24.7980275430764	5.86129084058215	2.08093504036998	18.9367367024943	0.974252179212039	19.0507293188957	1308	0.351681957186544	5	49135620	49136927	TEC	Gm43341
ENSMUSG00000115837	0.592922402455789	6.65683209807822	-3.48892056796097	6.06390969562243	0.973735527117611	-6.99596794776854	3126	0.421305182341651	15	35787300	35790425	TEC	9130002K18Rik
ENSMUSG00000093553	0.982060453943905	7.3504970464827	-2.90395806723981	6.36843659253879	0.973417587367194	-6.99928261248782	2831	0.515365595196044	3	96150866	96153696	lncRNA	Gm20633
ENSMUSG00000087694	6.9462973156443	0.80089510780689	3.1165589501007	6.14540220783741	0.973242720504464	6.89049403058632	5470	0.423034734917733	2	113844083	113862773	lncRNA	A530058N18Rik
ENSMUSG00000044367	3.91930598439922	16.8431227977843	-2.10348953076745	12.923816813385	0.972938028243648	-13.0938806024792	2601	0.549404075355632	11	70107615	70111890	protein_coding	Slc16a13
ENSMUSG00000040034	2.89605535949499	13.2624788506655	-2.19518936490426	10.3664234911705	0.972837347322682	-10.596300880311	2560	0.428515625	10	7543267	7554645	protein_coding	Nup43
ENSMUSG00000118997	670.406006623522	174.76979679669	1.93957919112444	495.636209826832	0.97280290384972	495.640004901689	94	0.436170212765957	7	59358217	59358310	snoRNA	Gm23767
ENSMUSG00000106579	15.2840894274233	3.52445393379219	2.1165589501007	11.7596354936311	0.972710171422515	11.9485919142098	2486	0.412308930008045	5	49377018	49379503	TEC	Gm42771
ENSMUSG00000106528	3.35774534434202	14.7390401439306	-2.13407785060087	11.3812947995886	0.972564449036908	-11.5796441908881	1932	0.355590062111801	3	56036017	56037948	TEC	Gm42841
ENSMUSG00000045107	12.1793487042083	2.61702284331164	2.21843856411992	9.5623258608967	0.972553851045227	9.81628980484726	2511	0.483074472321784	14	20125704	20188602	protein_coding	Saysd1
ENSMUSG00000107726	9.31148418071368	1.73753155990363	2.42197195820505	7.57395262081005	0.972511459078505	7.95177379385298	1891	0.43204653622422	4	103074899	103076789	lncRNA	Gm44037
ENSMUSG00000121109	33.9268142306928	8.44103321715547	2.0069344589262	25.4857810135373	0.972416077153379	25.5646791451097	519	0.514450867052023	11	5737922	5738440	lncRNA	
ENSMUSG00000033970	0.256642956255441	6.0660429793737	-4.56292114940474	5.80940002311826	0.971904724054792	-7.38710890973536	3611	0.445859872611465	5	151566221	151574707	protein_coding	Rfc3
ENSMUSG00000003873	4.11622081552588	17.373478107962	-2.0774943222345	13.2572572924361	0.971902074556871	-13.4190481621003	1576	0.53997461928934	7	45111121	45116322	protein_coding	Bax
ENSMUSG00000109302	7.34340503199998	29.5068288728061	-2.00652780088036	22.1634238408061	0.971864981585989	-22.2540672723644	631	0.446909667194929	7	80644431	80645061	TEC	Gm44967
ENSMUSG00000104011	8.42488831853089	1.47504923895747	2.51389444764609	6.94983907957342	0.971766950162944	7.39052965124096	2970	0.51010101010101	1	164286042	164292059	lncRNA	Gm32391
ENSMUSG00000085148	16.8585343172266	3.98470292072841	2.08093504036998	12.8738313964982	0.971642423760697	13.0409288575508	1924	0.454781704781705	11	75352365	75357502	lncRNA	Mir22hg
ENSMUSG00000106184	13.363938209095	3.03722701033256	2.13751856873635	10.3267111987625	0.971470206395888	10.5456128230814	1803	0.434830837493067	3	100585608	100587410	lncRNA	Gm43463
ENSMUSG00000103201	12.1642772513548	2.66218779758367	2.19196635275872	9.5020894537711	0.971083379699547	9.75163681025366	2057	0.374331550802139	1	3582674	3584730	TEC	Gm37329
ENSMUSG00000046791	3.16292735507986	13.5501270212678	-2.09897404964495	10.3871996661879	0.970442201202872	-10.5971509834643	2344	0.613907849829352	12	83997382	83999725	protein_coding	Riox1
ENSMUSG00000107606	5.88330189841543	0.278116825781087	4.40286313525734	5.60518507263434	0.970015632037729	7.12764361386643	3938	0.383697308278314	6	46022077	46026014	TEC	Gm43873
ENSMUSG00000028673	2.82886970402441	12.3697467085651	-2.12851832525897	9.54087700454064	0.969952044087645	-9.77542450621637	3276	0.511599511599512	4	135648046	135667622	protein_coding	Fuca1
ENSMUSG00000032940	16.4887973990129	3.97684843836573	2.05178869471046	12.5119489606472	0.96985136316668	12.6790655665779	2754	0.423021060275962	16	75389732	75399717	protein_coding	Rbm11
ENSMUSG00000103552	19.349468775527	4.81417169198207	2.0069344589262	14.5352970835449	0.969475134462019	14.6731948542005	910	0.406593406593407	9	34433051	34433960	TEC	Gm38217
ENSMUSG00000112627	9.05606887659673	1.78375254059596	2.34396944620377	7.27231633600076	0.969324113080571	7.6407314869455	2456	0.528094462540717	10	116785662	116799191	lncRNA	4933412E12Rik
ENSMUSG00000036002	6.06004318383065	0.530503298583639	3.51389444764609	5.52953988524701	0.969043266301036	6.55158496333029	4129	0.487769435698716	4	43032414	43046220	protein_coding	Atosb
ENSMUSG00000105922	23.4617143047696	5.94154101225636	1.98139936681907	17.5201732925132	0.969014121823914	17.6318579749987	1659	0.36045810729355	5	49273101	49274759	TEC	Gm42769
ENSMUSG00000050628	4.83936143623184	19.3022517088772	-1.99588055668085	14.4628902726454	0.969011472325994	-14.5999566518232	1532	0.593342036553525	11	116324920	116329903	protein_coding	Ubald2
ENSMUSG00000051989	18.1152434009563	4.50709489681449	2.0069344589262	13.6081485041419	0.969008822828074	13.7553441117699	972	0.519547325102881	16	92098174	92109929	protein_coding	Smim11
ENSMUSG00000039887	4.44478520402109	17.9473167294016	-2.01358255841431	13.5025315253805	0.96893993588215	-13.651845014995	2502	0.426858513189448	3	121085422	121156743	protein_coding	Alg14
ENSMUSG00000104170	8.91093956767691	1.7551667627018	2.34396944620378	7.15577280497511	0.968847203454945	7.5298922436618	1872	0.44284188034188	1	13367260	13369131	TEC	Gm37702
ENSMUSG00000113917	7.31303230914654	1.19208060944318	2.61698794061019	6.12095169970336	0.968799512492383	6.65692688794166	3675	0.427755102040816	12	100332337	100336011	TEC	Gm48382
ENSMUSG00000037606	2.26263531647218	10.4731497083455	-2.21061940547386	8.21051439187336	0.968786265002782	-8.50290448817445	4915	0.517599186164802	7	143242499	143310722	protein_coding	Osbpl5
ENSMUSG00000099625	1.83294643006012	9.09798467501755	-2.31138238240878	7.26503824495743	0.968576954667091	-7.62386183101476	2528	0.404272151898734	1	51234380	51236907	lncRNA	Gm29325
ENSMUSG00000115383	32.5171128083648	8.53975875185904	1.92893194692493	23.9773540565058	0.968394139310601	24.0548183532303	513	0.432748538011696	15	31481902	31487075	lncRNA	Gm49216
ENSMUSG00000065520	344.216865585691	93.8763479936504	1.87448416290255	250.34051759204	0.967999364120499	250.347535316663	70	0.5	1	128130098	128130167	miRNA	Mir128-1
ENSMUSG00000113960	15.6794448670789	3.90106521790177	2.0069344589262	11.7783796491771	0.967713218345124	11.9481384777117	1123	0.433659839715049	13	15956249	15977215	lncRNA	4933412O06Rik
ENSMUSG00000120148	22.8211642889541	5.86308383257988	1.96064080665227	16.9580804563742	0.967684073868002	17.0710458126493	934	0.490364025695932	2	130115249	130116182	lncRNA	
ENSMUSG00000063445	8.57428880528973	1.68885745555269	2.34396944620378	6.88543134973704	0.96764698089712	7.27346943601734	3891	0.469802107427397	16	4527923	4537220	protein_coding	Nmral1
ENSMUSG00000058620	1.15438180747185	7.09412694521026	-2.61950467777111	5.93974513773841	0.967506557507352	-6.49171603338838	4014	0.535625311410065	2	127205128	127209141	protein_coding	Adra2b
ENSMUSG00000075031	118.57864464074	32.3392931080489	1.87448416290255	86.239351532691	0.967201865246536	86.2597208647004	508	0.56496062992126	13	23930717	23931224	protein_coding	H2bc3
