control_mean	morphine_mean	M	D	prob	ranking	Length	GC	Chrom	GeneStart	GeneEnd	Biotype	mgi_symbol
ENSMUSG00000024118	0.460753916199652	11.0971711561071	-4.59005171934172	10.6364172399075	0.990292041078305	-11.5845563785426	2551	0.528420227361819	17	24434028	24439825	protein_coding	Tedc2
ENSMUSG00000121502	0.904325645141613	11.7535185253839	-3.70010651877831	10.8491928802423	0.990128904578519	-11.4627995883644	4076	0.45215897939156	7	39098907	39127142	lncRNA	
ENSMUSG00000039382	12.2496509442808	1.31577427930417	3.21875671849629	10.9338766649766	0.989126016260163	11.3978091639483	3310	0.531722054380665	X	7580572	7594445	protein_coding	Wdr45
ENSMUSG00000105761	19.5498286526371	3.14986465609702	2.63379421777513	16.3999639965401	0.986721758664955	16.6101080992689	1037	0.43297974927676	5	102204899	102205935	TEC	Gm43787
ENSMUSG00000110928	1.25001062452429	10.6339977700682	-3.08867180669596	9.38398714554388	0.98658269148481	-9.87922609707923	3686	0.439229517091698	9	40274513	40278198	TEC	Gm48114
ENSMUSG00000043964	8.60820020924151	0.508548909913219	4.08125319474635	8.09965129932829	0.986061189559264	9.06978383481865	2141	0.546473610462401	7	127368987	127374322	protein_coding	Orai3
ENSMUSG00000121251	2.67880183837007	16.6169095484071	-2.63299232291977	13.9381077100371	0.985801775780916	-14.1846217823793	1376	0.471656976744186	11	6576148	6577523	lncRNA	
ENSMUSG00000058638	12.5375215292422	1.85170614987109	2.75932509985899	10.6858153793711	0.985577128797604	11.0363275290613	4116	0.466472303206997	7	12568688	12584504	protein_coding	Zfp110
ENSMUSG00000047033	0.328992442841594	8.16310872495831	-4.63299232291977	7.83411628211672	0.985368528027386	-9.10153810001144	2801	0.483041770796144	18	37606593	37609393	protein_coding	Pcdhb15
ENSMUSG00000050914	16.7655745985578	2.82989789765874	2.56668002191659	13.9356767008991	0.984788189987163	14.170071681078	1539	0.378817413905133	8	46449939	46458744	protein_coding	Ankrd37
ENSMUSG00000107050	2.37196353255934	14.4800084512442	-2.60990870980673	12.1080449186849	0.984274711168164	-12.3861364123933	2331	0.398541398541399	5	65837357	65839687	TEC	C030017G13Rik
ENSMUSG00000032607	2.6469244262598	15.6373051146274	-2.56260299502837	12.9903806883676	0.984009948652118	-13.2407297585459	2437	0.498974148543291	9	108174052	108179501	protein_coding	Amt
ENSMUSG00000066042	11.0691631519436	1.63483966385015	2.75932509985899	9.43432348809343	0.983999251176722	9.82956431815283	1998	0.481981981981982	4	132186042	132191232	protein_coding	Med18
ENSMUSG00000118012	1.47441253183889	10.4525108747923	-2.82563740086217	8.97809834295345	0.983878904578519	-9.41225140850448	1875	0.560533333333333	18	82712412	82719461	lncRNA	Gm46620
ENSMUSG00000103614	1.76280790511584	11.4556053346401	-2.70010651877831	9.69279742952425	0.983587398373984	-10.0618535679337	2091	0.435198469631755	1	134727633	134729723	TEC	Gm37949
ENSMUSG00000103388	7.46160188177574	38.5709641339545	-2.36995791708598	31.1093622521788	0.983536585365854	-31.199505128544	988	0.390688259109312	9	72264509	72265496	TEC	Gm37581
ENSMUSG00000042903	9.51916268762552	1.24970240014256	2.9292501013013	8.26946028748296	0.983491121095421	8.77294019141995	3485	0.546915351506456	X	100298134	100304479	protein_coding	Foxo4
ENSMUSG00000103992	3.52730270774853	19.2754636347347	-2.45012826576996	15.7481609269861	0.982798459563543	-15.9376190537037	2090	0.414354066985646	3	29228987	29231076	TEC	Gm38029
ENSMUSG00000028331	1.21731549854598	9.10931796845435	-2.90363991286344	7.89200246990838	0.982284980744544	-8.40921088620172	2271	0.451783355350066	4	46376505	46389437	protein_coding	Trmo
ENSMUSG00000065471	58.3232805316015	275.646383828912	-2.24067490014101	217.32310329731	0.981854407359863	-217.334654049421	79	0.544303797468354	X	19013132	19013210	miRNA	Mir222
ENSMUSG00000104709	3.50383206235477	18.6297128234179	-2.41059990158332	15.1258807610631	0.981763478818999	-15.316764040861	2104	0.356939163498099	5	58122756	58124859	TEC	Gm42484
ENSMUSG00000112763	4.0346227337973	20.9751933053699	-2.37817842389095	16.9405705715726	0.981624411638853	-17.1066847725178	1142	0.397548161120841	12	49415509	49428668	lncRNA	Gm34304
ENSMUSG00000031885	1.05920440505667	8.44761115958432	-2.99556240230448	7.38840675452765	0.981471972614463	-7.97257477082843	3480	0.464655172413793	8	105897306	105944621	protein_coding	Cbfb
ENSMUSG00000097383	0.509824526915244	7.22856906970424	-3.82563740086217	6.718744542789	0.981223256311511	-7.73156062862682	3615	0.420746887966805	10	89522200	89536728	lncRNA	1500026H17Rik
ENSMUSG00000037772	10.0020305380223	1.56084835405886	2.67989063236458	8.44118218396348	0.981169768934531	8.85637456662137	4883	0.542084783944297	7	142086423	142094484	protein_coding	Mrpl23
ENSMUSG00000069270	1.48510528992636	9.65095517918309	-2.70010651877831	8.16584988925674	0.980830124090715	-8.60067902125311	2482	0.459307010475423	13	23865450	23867931	protein_coding	H2ac6
ENSMUSG00000011589	2.95710495755894	15.7227901245372	-2.41059990158332	12.7656851669783	0.980749893025246	-12.9912936102577	2493	0.583634175691937	17	56293509	56303881	protein_coding	Fsd1
ENSMUSG00000064585	62.3576728691258	286.527162137948	-2.20003291564366	224.169489268822	0.980626872058194	-224.180284735019	133	0.556390977443609	2	158221454	158221586	snoRNA	Gm25129
ENSMUSG00000065694	54.9243078913492	252.371606386404	-2.20003291564366	197.447298495055	0.980594779632007	-197.459554916508	151	0.417218543046358	1	66475241	66475391	snRNA	Gm25411
ENSMUSG00000097823	3.96469257946842	20.0762731922102	-2.34021057369192	16.1115806127418	0.979944908001712	-16.2806515646671	1627	0.48740012292563	1	166825864	166828410	lncRNA	Gm16701
ENSMUSG00000046675	1.64212859946416	10.0246212354768	-2.60990870980673	8.3824926360126	0.979634681215233	-8.77939669147775	3367	0.433323433323433	12	102710021	102713820	protein_coding	Tmem251
ENSMUSG00000109379	1.79107450417746	10.5811779992634	-2.56260299502837	8.79010349508592	0.979626658108686	-9.1560282636332	2058	0.40913508260447	7	118384366	118386423	TEC	Gm44550
ENSMUSG00000020182	0.206569789822754	6.58993204110142	-4.99556240230448	6.38336225127867	0.979533055198973	-8.10573607677721	4461	0.426810132257341	11	11764101	11848144	protein_coding	Ddc
ENSMUSG00000075271	6.43891524922921	0.292610377888794	4.45976481800008	6.14630487134042	0.97811296534018	7.59385052548009	3721	0.425423273313625	2	75808591	75812311	protein_coding	Ttc30a1
ENSMUSG00000024845	17.4527998560474	3.53507537702663	2.3036456160828	13.9177244790208	0.977997967479675	14.1070846668768	1848	0.581709956709957	19	4175934	4182306	protein_coding	Tmem134
ENSMUSG00000104960	9.64368661813225	44.3117587957524	-2.20003291564366	34.6680721776201	0.977861574668378	-34.7378089888035	860	0.47093023255814	3	123301194	123302053	lncRNA	Snhg8
ENSMUSG00000108088	2.22317933027576	11.8205415502024	-2.41059990158332	9.59736221992667	0.977840179717587	-9.89547136148598	2487	0.328508242862887	6	80422333	80424819	TEC	Gm44229
ENSMUSG00000088689	291.616402658007	68.9115959572279	2.08125319474635	222.704806700779	0.977318677792041	222.714531502756	79	0.531645569620253	18	74911462	74911540	scaRNA	Scarna17
ENSMUSG00000083465	16.7282400514475	3.43742136108667	2.282887055916	13.2908186903608	0.977037869062901	13.4854527091275	1267	0.43646408839779	11	105664344	105665610	processed_pseudogene	Gm11652
ENSMUSG00000113869	9.7440405238597	42.7626640773856	-2.1337596962245	33.0186235535259	0.976262302096705	-33.087496608397	662	0.403323262839879	13	9402064	9402725	processed_pseudogene	Gm48869
ENSMUSG00000102498	1.51190784643036	8.93193778608861	-2.56260299502837	7.42002993965825	0.976254278990158	-7.85008142731993	2438	0.450779327317473	3	33128068	33130505	TEC	Gm19445
ENSMUSG00000105791	8.45420029724132	37.4588262428051	-2.14756549574953	29.0046259455638	0.976195442875481	-29.084022483154	1308	0.351681957186544	5	49135620	49136927	TEC	Gm43341
ENSMUSG00000039648	2.20682683092546	11.1748533984694	-2.34021057369192	8.96802656754394	0.97464163457424	-9.26833782538128	2923	0.490591857680465	2	30075136	30095859	protein_coding	Kyat1
ENSMUSG00000019433	22.3848056453272	5.03784021341447	2.15164252263775	17.3469654319127	0.974272571673085	17.4798963166604	1729	0.60266049739734	8	84379306	84391323	protein_coding	Gipc1
ENSMUSG00000106855	2.03124430359876	10.4000307197756	-2.35615211756095	8.36878641617686	0.974088040222508	-8.69413819079691	4083	0.353171687484693	6	21681300	21685382	TEC	5330437M03Rik
ENSMUSG00000104871	4.43269400940338	19.7858414474735	-2.15821273994904	15.3531474380701	0.974002460419341	-15.5040968290964	1871	0.3425975414217	5	58102384	58104254	TEC	Gm42639
ENSMUSG00000117634	1.55857561505168	8.74725628175891	-2.4886024135846	7.18868066670724	0.973895485665383	-7.60725125789792	2365	0.495983086680761	18	11788477	11790841	lncRNA	Gm50069
ENSMUSG00000043773	10.5365354824122	2.07489893496751	2.34428760058015	8.46163654744472	0.973713628583654	8.7803745600792	2099	0.458789899952358	9	121766289	121776082	lncRNA	1700048O20Rik
ENSMUSG00000006941	10.6485349521697	44.5199537259673	-2.06379713805693	33.8714187737976	0.973569212665811	-33.934234459864	1125	0.537777777777778	9	120321298	120324396	protein_coding	Eif1b
ENSMUSG00000111374	31.8200218369925	7.51935922737708	2.08125319474635	24.3006626096154	0.973430145485665	24.3896252149762	724	0.366022099447514	10	48970102	48970825	processed_pseudogene	Gm50490
ENSMUSG00000022705	4.30611136635189	19.0794956096531	-2.14756549574953	14.7733842433012	0.973387355584082	-14.9286610102431	1712	0.532126168224299	16	43574389	43643295	protein_coding	Drd3
ENSMUSG00000085457	10.8040666652478	2.17947455329408	2.30952218241947	8.62459211195368	0.97334189131365	8.92846469493279	3497	0.453817557906777	13	34119550	34144174	lncRNA	1110046J04Rik
ENSMUSG00000018931	2.16978533647116	10.7675382804842	-2.31106422803241	8.59775294401305	0.973293752674369	-8.90294184819693	4247	0.524370143630798	11	60793072	60805576	protein_coding	Natd1
ENSMUSG00000104488	15.8880660758501	3.51983798316013	2.17436259913783	12.3682280926899	0.972673299101412	12.557902645957	1856	0.408405172413793	1	80706526	80708381	TEC	Gm38062
ENSMUSG00000102950	3.33448168870257	15.1965297675645	-2.18820748024687	11.8620480788619	0.972587719298246	-12.0621903733045	3869	0.388989402946498	1	181813901	181817769	TEC	Gm37018
ENSMUSG00000023074	18.1207775196026	4.17766222014082	2.11687710447707	13.9431152994618	0.972443303380402	14.1028944876413	2085	0.470023980815348	X	52433475	52459379	protein_coding	Mospd1
ENSMUSG00000024082	6.05043680992977	25.4872576997387	-2.07466494870208	19.4368208898089	0.972301561831408	-19.547231030299	3503	0.443619754496146	17	79244565	79255481	protein_coding	Ndufaf7
ENSMUSG00000120920	15.2856749450121	3.44013654383634	2.15164252263775	11.8455384011758	0.971876337184424	12.0393664932568	1266	0.529225908372828	3	95189522	95190787	lncRNA	
ENSMUSG00000028575	5.01208611250592	21.1500236232362	-2.07717616785813	16.1379375107303	0.971777385537013	-16.2710690470096	1287	0.351981351981352	4	94795504	94817080	protein_coding	Eqtn
ENSMUSG00000020309	4.90536488729667	20.6996809149088	-2.07717616785813	15.7943160276121	0.971643667094566	-15.9303195075429	1315	0.4	11	30926707	30936350	protein_coding	Chac2
ENSMUSG00000026248	14.573724843298	3.31144530451399	2.13783672311272	11.262279538784	0.971229139922978	11.4633889519811	1644	0.503649635036496	1	79753735	79759162	protein_coding	Mrpl44
ENSMUSG00000113894	18.6691214019308	4.41168239920665	2.08125319474635	14.2574390027241	0.971082049636286	14.4085454427934	1234	0.346839546191248	13	3612385	3613618	TEC	Gm48838
ENSMUSG00000045690	6.06255152894279	0.682207528899876	3.15164252263775	5.38034400004291	0.970910890029953	6.2354592572878	3192	0.444548872180451	12	75677370	75716311	protein_coding	Wdr89
ENSMUSG00000043518	1.91741122014004	9.51513422330763	-2.31106422803241	7.59772300316759	0.970852053915276	-7.94143643801	2403	0.533499791926758	X	160500065	160562492	protein_coding	Rai2
ENSMUSG00000105677	16.0653387796252	3.79638499345956	2.08125319474635	12.2689537861657	0.970044394522893	12.4442292596894	1434	0.396792189679219	3	105639760	105641193	lncRNA	Gm43328
ENSMUSG00000069132	1.78656035750156	8.86578811113154	-2.31106422803241	7.07922775362998	0.969204642704322	-7.44691100080134	2579	0.376502520356727	2	23211258	23291985	protein_coding	Nxph2
ENSMUSG00000036781	27.103171541156	6.67158833409437	2.02235950569278	20.4315832070616	0.969065575524176	20.5314278684496	816	0.463235294117647	9	66853368	66856798	protein_coding	Rps27l
ENSMUSG00000103119	7.41059776758587	1.31339350557805	2.4962906940252	6.09720426200783	0.968886392811297	6.588426750122	2487	0.44270205066345	4	136366893	136369379	TEC	Gm37583
ENSMUSG00000001288	8.00182816211552	1.5331657584476	2.38381596476678	6.46866240366792	0.96859756097561	6.89392281988302	4261	0.558554329969491	15	102143373	102165952	protein_coding	Rarg
ENSMUSG00000060538	10.8554587586305	2.37522516606501	2.1922845071351	8.48023359256553	0.968485237483954	8.75902238521522	2292	0.442408376963351	7	126485343	126522089	protein_coding	Tmem219
ENSMUSG00000030093	1.74307912811974	8.58136204385405	-2.29956858919458	6.83828291573431	0.967795250320924	-7.21457752969874	3172	0.558322824716267	6	91340963	91388345	protein_coding	Wnt7a
ENSMUSG00000066197	22.262320130233	5.6204997735092	1.98583362966767	16.6418203567238	0.967062473256312	16.7598842475175	4843	0.493495767086517	7	118739970	118783826	protein_coding	Gpr139
ENSMUSG00000026856	0.85509542134176	6.06200367777161	-2.82563740086217	5.20690825642985	0.967025032092426	-5.92419786232942	3233	0.570986699659759	2	30282266	30290541	protein_coding	Dolpp1
ENSMUSG00000045876	10.8443803468345	2.50012219546315	2.11687710447707	8.34425815137136	0.966859221223791	8.60858947634203	3484	0.471297359357061	18	37488174	37491657	protein_coding	Pcdhb8
ENSMUSG00000003348	1.13276930841955	6.69209106407008	-2.56260299502837	5.55932175565053	0.966391206675225	-6.12151880606257	3254	0.511370620774432	10	80521087	80537811	protein_coding	Mob3a
ENSMUSG00000052407	1.84332288527949	8.71187770861171	-2.24067490014101	6.86855482333223	0.965401690201113	-7.22479545518365	5999	0.468078013002167	4	83443782	83782907	protein_coding	Ccdc171
ENSMUSG00000028629	13.3086290535756	3.25339606411614	2.03234359426541	10.0552329894595	0.965096812152332	10.2585637862941	2008	0.443227091633466	4	120778393	120782214	protein_coding	Exo5
ENSMUSG00000031792	14.1365810892508	3.49597893154399	2.01566485311877	10.6406021577068	0.965088789045785	10.8298346745781	2803	0.525151623260792	8	96058912	96074135	protein_coding	Usb1
ENSMUSG00000034617	6.91396796144148	1.25679478583017	2.45976481800008	5.65717317561132	0.965008557980317	6.16879658432074	5198	0.451135051943055	13	68708899	68730268	protein_coding	Mtrr
ENSMUSG00000120031	4.11081560921622	16.1903823958989	-1.97764049430722	12.0795667866827	0.964596705177578	-12.240383804385	1345	0.369516728624535	9	95463539	95476160	lncRNA	
ENSMUSG00000043866	15.0770260536535	3.80036026570402	1.98814379035487	11.2766657879495	0.964460312366282	11.4505854446066	4584	0.511561954624782	7	105388600	105393568	protein_coding	Taf10
ENSMUSG00000025578	5.01500861169689	0.296272983979375	4.08125319474635	4.71873562771751	0.964339965768079	6.23883751703135	3675	0.551292517006803	11	118927131	118931795	protein_coding	Cbx8
ENSMUSG00000042659	3.6504395440428	14.556913510945	-1.99556240230448	10.9064739669022	0.964270432178006	-11.087535510302	4039	0.461995543451349	7	68386743	68398989	protein_coding	Arrdc4
ENSMUSG00000118537	33.2178087502546	8.79704276545346	1.91686637684547	24.4207659848011	0.963460098416774	24.4958810413322	1609	0.392169049098819	13	104310230	104314947	protein_coding	Shld3
ENSMUSG00000030888	3.36694823529819	13.4646828300913	-1.99966680063722	10.0977345947931	0.96341730851519	-10.2938287949845	3558	0.538504777965149	7	105380937	105386592	protein_coding	Rrp8
ENSMUSG00000117222	23.7298154265915	86.4500407652263	-1.8651657650488	62.7202253386348	0.963262195121951	-62.7479522363897	466	0.5	17	50646280	50705503	lncRNA	Gm49906
ENSMUSG00000039759	15.8880660758501	4.08097157467842	1.96095896102864	11.8070945011716	0.962994758237056	11.9688278710338	1334	0.5952023988006	4	152067096	152073454	protein_coding	Thap3
ENSMUSG00000106337	30.7797435498063	8.1641686280615	1.9146033253369	22.6155749217448	0.962802203679932	22.6964740639255	1467	0.366734832992502	5	58087092	58088558	TEC	Gm42478
ENSMUSG00000090582	7.2674119274393	27.477683687677	-1.91874680525365	20.2102717602377	0.962740693196406	-20.3011495715226	634	0.376971608832808	12	40259486	40261072	lncRNA	Gm17024
ENSMUSG00000044224	4.24391298153332	16.4106827634378	-1.95116828294603	12.1667697819045	0.962585579803167	-12.3222296924801	4777	0.440862465982834	15	10446842	10470602	protein_coding	Dnajc21
ENSMUSG00000060716	9.05321776397053	2.1069428117914	2.10327950107635	6.94627495217913	0.962243260590501	7.25772143106355	6718	0.525751711818994	12	79075937	79128429	protein_coding	Plekhh1
ENSMUSG00000037499	6.20962151212469	23.4782364662901	-1.91874680525365	17.2686149541654	0.962138960205392	-17.3748856611459	742	0.592991913746631	1	191038986	191050391	protein_coding	Nenf
ENSMUSG00000068206	6.8696004545209	1.32518267594608	2.3740349439742	5.54441777857481	0.962077449721866	6.03130254742597	6573	0.515289821999087	15	79113373	79133684	protein_coding	Pick1
ENSMUSG00000032062	9.31286338958366	2.20071392849763	2.08125319474635	7.11214946108603	0.962013264869491	7.41041731736265	1979	0.448711470439616	9	50650991	50657836	protein_coding	2310030G06Rik
ENSMUSG00000083274	5.86200911195486	22.1639331526555	-1.91874680525365	16.3019240407006	0.961882220795892	-16.4144545060579	786	0.44910941475827	2	140969200	140969985	processed_pseudogene	Zcchc9-ps
ENSMUSG00000103285	5.47864347443105	20.7144488204367	-1.91874680525365	15.2358053460056	0.961497111681643	-15.3561503588642	1682	0.440546967895363	2	155926530	155928211	TEC	Gm37274
ENSMUSG00000049300	6.5869037340908	24.6452955758397	-1.90363991286344	18.0583918417489	0.961387462558836	-18.158451498627	4197	0.479628305932809	3	110153425	110158314	protein_coding	Prmt6
ENSMUSG00000108101	98.8742309441313	28.0378510589923	1.81821878891256	70.836379885139	0.961154792468977	70.8597109420866	233	0.377682403433476	6	48022482	48022889	lncRNA	Gm45738
ENSMUSG00000056895	63.034737721125	17.7329514026743	1.82971442775039	45.3017863184507	0.960635964912281	45.3387218449052	614	0.571661237785016	11	58839746	58840359	protein_coding	H2bc27
ENSMUSG00000110564	2.8837171389408	11.3574744380132	-1.97764049430722	8.47375729907243	0.960368528027385	-8.70147255861369	2876	0.315716272600834	8	49938805	49941680	TEC	Gm45697
ENSMUSG00000025608	4.86948380823247	0.396794174972377	3.61730609498656	4.47268963326009	0.960323063756953	5.75237828557017	5488	0.530065597667638	6	31496423	31540916	protein_coding	Podxl
ENSMUSG00000064637	316.768317387261	93.5690263856736	1.75932509985899	223.199291001587	0.95997539580659	223.206224663243	128	0.40625	17	13141677	13141804	snoRNA	Snora20
ENSMUSG00000089718	11.738953278972	41.6103139920077	-1.82563740086217	29.8713607130357	0.959552845528455	-29.9270971323267	471	0.399150743099788	9	112056502	112057310	lncRNA	2310075C17Rik
ENSMUSG00000106205	10.1676241670074	2.52915961933612	2.00725261330258	7.63846454767129	0.959389709028669	7.89779739545408	1722	0.466898954703833	5	64961357	64963078	TEC	C230096K16Rik
ENSMUSG00000044250	8.38878318069461	1.98234540942049	2.08125319474635	6.40643777127413	0.958969833119384	6.73602700245848	2197	0.541192535275375	15	97144988	97283561	protein_coding	Pced1b
ENSMUSG00000097217	5.5695528331826	20.3402798616609	-1.86870612275405	14.7707270284783	0.958707744972187	-14.8884666612462	1820	0.437362637362637	17	32503761	32517663	lncRNA	Gm26549
ENSMUSG00000104794	73.7206265919443	246.795395654819	-1.74317524067019	173.074769062875	0.95864890885751	-173.083547300392	75	0.44	15	53477601	53477675	miRNA	Mir28c
ENSMUSG00000024847	31.0100576447782	8.74979982822061	1.82541429031676	22.2602578165576	0.958576700898588	22.3349773984865	1991	0.503264691109995	19	4164446	4175858	protein_coding	Aip
ENSMUSG00000031297	1.21763719925912	6.33025125653606	-2.37817842389095	5.11261405727693	0.958536585365854	-5.63866607581316	3784	0.470401691331924	X	100122816	100129626	protein_coding	Slc7a3
ENSMUSG00000075701	41.1777365865633	11.7947538645817	1.80371921921744	29.3829827219816	0.958509841677364	29.4382926927164	1477	0.481381178063643	7	65729397	65739153	protein_coding	Selenos
ENSMUSG00000025429	9.4513623835826	2.32650259855599	2.02235950569278	7.12485978502661	0.958453679931536	7.40631925632128	2340	0.488034188034188	18	77877614	77970579	protein_coding	Pstpip2
ENSMUSG00000026709	14.9002228915383	3.98214843240805	1.90371500919416	10.9180744591303	0.958172871202396	11.0828011229717	5195	0.424446583253128	1	160868171	160898228	protein_coding	Dars2
ENSMUSG00000060445	2.00764233638192	8.39365643400591	-2.06379713805693	6.38601409762399	0.957961596063329	-6.7112170790479	5967	0.375398022456846	2	177987086	178049478	protein_coding	Sycp2
ENSMUSG00000031832	1.05616943541467	5.92758197889966	-2.4886024135846	4.87141254348499	0.957950898587933	-5.47026527160447	3490	0.554727793696275	8	120324610	120331961	protein_coding	Taf1c
ENSMUSG00000064264	3.52258345718388	13.3186937752196	-1.91874680525365	9.79611031803571	0.957924154899444	-9.98225258475244	1308	0.636085626911315	7	24206431	24215107	protein_coding	Zfp428
ENSMUSG00000104877	3.44102999402279	13.0103446288179	-1.91874680525365	9.56931463479515	0.957611253744116	-9.7597833932099	1339	0.425690814040329	5	123820193	123821531	TEC	Gm42651
ENSMUSG00000052415	9.65343942578697	2.43078169493639	1.98962271928078	7.22265773085057	0.957595207531023	7.49168761108562	5823	0.552807831014941	3	93349637	93356384	protein_coding	Tchh
ENSMUSG00000088008	192.873732362645	59.0823450610032	1.70685767996485	133.791387301642	0.95747486093282	133.802274566756	129	0.589147286821705	5	135082842	135082970	scaRNA	Gm25492
ENSMUSG00000060216	7.12589536477493	1.53083053233631	2.21875671849629	5.59506483243862	0.957405327342747	6.01893942942308	2845	0.553602811950791	11	70323461	70331654	protein_coding	Arrb2
ENSMUSG00000110959	2.47384652993102	9.74320551341567	-1.97764049430722	7.26935898348466	0.957250213949508	-7.53356767776681	2235	0.462639821029083	9	47682439	47684673	TEC	Gm47198
ENSMUSG00000070080	232.908573024	71.7892230411561	1.69792455519485	161.119349982844	0.956942661531878	161.128296356317	91	0.604395604395604	12	109556881	109556971	miRNA	Mir431
ENSMUSG00000051518	5.95619097580344	21.1125277364804	-1.82563740086217	15.1563367606769	0.956926615318785	-15.2658932238659	1083	0.564173591874423	15	80144816	80148516	protein_coding	Rps19bp1
ENSMUSG00000107932	5.89450639061388	20.8938783477992	-1.82563740086217	14.9993719571853	0.956859756097561	-15.1100665461613	938	0.374200426439232	6	4610234	4611171	TEC	Gm44432
ENSMUSG00000114094	5.7865483981118	20.5112065831875	-1.82563740086217	14.7246581850757	0.95676080445015	-14.8374024204624	1274	0.430141287284144	13	8883135	8884408	TEC	Gm48375
ENSMUSG00000022987	8.38125127415411	2.03134928381381	2.04472731872124	6.3499019903403	0.956292789901583	6.6709943108095	4288	0.501632462686567	15	98183466	98194042	protein_coding	Zfp641
ENSMUSG00000039899	4.86540566208714	0.574869702283105	3.08125319474635	4.29053595980403	0.955891634574241	5.28231200067793	3788	0.405755015839493	5	21577640	21583372	protein_coding	Fgl2
ENSMUSG00000093629	29.2800370400485	8.64892228165738	1.75932509985899	20.6311147583911	0.955640243902439	20.7059923930464	1133	0.497793468667255	12	85133148	85135002	lncRNA	Prox2os
ENSMUSG00000116904	45.4555433022078	146.475768985319	-1.68813387711223	101.020225683111	0.955570710312366	-101.034329774853	223	0.434977578475336	16	67035016	67035238	processed_pseudogene	Gm49640
ENSMUSG00000065520	92.1507832399303	295.532301519426	-1.68124749152699	203.381518279496	0.955388853230638	-203.388467152886	70	0.5	1	128130098	128130167	miRNA	Mir128-1
ENSMUSG00000108532	5.75757857474733	1.04659072360545	2.45976481800008	4.71098785114188	0.955362109542148	5.31449428388792	6242	0.363345081704582	7	93691898	94358378	lncRNA	Gm32647
ENSMUSG00000040822	3.3336200655272	12.3791580127816	-1.8927515967207	9.04553794725442	0.955164206247326	-9.24144281820261	1935	0.542635658914729	14	54923673	54928198	protein_coding	1700123O20Rik
ENSMUSG00000101587	7.35525065769113	24.8301759663444	-1.75524807297077	17.4749253086533	0.955014441591784	-17.5628559847389	877	0.387685290763968	5	45926209	45927085	transcribed_processed_pseudogene	Gm29036
ENSMUSG00000073987	3.28272510269472	12.1901632339605	-1.8927515967207	8.90743813126581	0.954963628583654	-9.10631443939956	1965	0.408651399491094	4	20042052	20066750	protein_coding	Ggh
ENSMUSG00000070705	11.051778686685	36.6872585672918	-1.73100052672409	25.6354798806068	0.954926187419769	-25.6938551317726	1751	0.509994288977727	7	27977164	27978914	protein_coding	Eid2b
