CeA_mean	dStr_mean	M	D	prob	ranking	Length	GC	Chrom	GeneStart	GeneEnd	Biotype	mgi_symbol
ENSMUSG00000114153	2.09000241229179	64.5535136636395	-4.94891911132989	62.4635112513477	0.997903930131004	-62.6592534125465	2379	0.394283312316099	12	89622493	89624871	TEC	Gm48692
ENSMUSG00000042453	3.85402854472558	70.4408540228071	-4.19197323841123	66.5868254780816	0.997776895593489	-66.7186478196317	23738	0.420422950543432	5	22089452	22549700	protein_coding	Reln
ENSMUSG00000064345	1671.74218964925	14177.958219111	-3.08422550148686	12506.2160294618	0.997562524811433	-12506.2164097705	1038	0.357418111753372	MT	3914	4951	protein_coding	mt-Nd2
ENSMUSG00000039103	7.53744675517109	86.088149874629	-3.51366685187717	78.5507031194579	0.997559878258568	-78.6292491081226	3826	0.459749085206482	3	151942619	151971987	protein_coding	Nexn
ENSMUSG00000064452	53.0359012143165	444.552868174679	-3.06731381213212	391.516966960363	0.997467248908297	-391.528982109708	75	0.44	12	109597508	109597582	snoRNA	Gm24564
ENSMUSG00000019890	104.382557978898	10.5244523715596	3.31006359062269	93.8581056073384	0.997451369591108	93.9164549435947	1248	0.407852564102564	10	102317617	102326347	protein_coding	Nts
ENSMUSG00000064357	1.46023957087876	51.9268134632018	-5.15220270971863	50.466573892323	0.997427550615324	-50.7288899266614	681	0.359765051395007	MT	7927	8607	protein_coding	mt-Atp6
ENSMUSG00000105736	2.56956885728277	57.4357710819999	-4.48235131141096	54.8662022247171	0.997401085086675	-55.0489929048885	387	0.511627906976744	5	137272355	137286924	lncRNA	Gm42456
ENSMUSG00000063626	104.187935004805	10.8486329001413	3.2636030659825	93.3393021046642	0.997334921265052	93.3963405190913	9220	0.439804772234273	8	29136745	29709664	protein_coding	Unc5d
ENSMUSG00000116766	14.941249298691	135.500128029162	-3.18092152684016	120.558878730471	0.997332274712187	-120.600835413808	1797	0.491374513077351	16	35105124	35106920	TEC	Gm49702
ENSMUSG00000120670	5.55026873173079	70.4893554188181	-3.66677588254839	64.9390866870873	0.997289929866349	-65.0425262818556	1075	0.430697674418605	16	74888691	74889765	lncRNA	
ENSMUSG00000108819	1.72418404467869	50.8020379755909	-4.88090068790124	49.0778539309122	0.997281990207754	-49.3199649025535	2307	0.354139575205895	7	90789172	90791478	TEC	Gm45177
ENSMUSG00000118198	0.497211573884217	45.4895761273099	-6.51553230217215	44.9923645534257	0.997231705703321	-45.4616874883567	844	0.466824644549763	18	85089915	85101669	lncRNA	Gm50370
ENSMUSG00000119121	314.690869546973	38.3676238355592	3.0359739962799	276.323245711414	0.997199947068943	276.339923388924	79	0.392405063291139	7	59085897	59085975	snoRNA	Gm25120
ENSMUSG00000063415	45.5219863982187	0.755117658945983	5.9137182462289	44.7668687392727	0.997173481540294	45.1557814705387	5352	0.523355754857997	6	84548396	84570890	protein_coding	Cyp26b1
ENSMUSG00000066357	86.4715780668203	8.97978737059329	3.26747282868059	77.491790696227	0.997046447002779	77.5606472638929	4163	0.56377612298823	9	108449510	108455938	protein_coding	Wdr6
ENSMUSG00000099150	1.90868166558241	48.4811625561289	-4.66677588254839	46.5724808905465	0.99702527457986	-46.8057130427286	521	0.479846449136276	4	24430370	24430890	lncRNA	Gm27243
ENSMUSG00000114169	9.37669469359813	87.7472952070481	-3.22620329116241	78.37060051345	0.996892946936615	-78.4369773290294	2015	0.380645161290323	13	93448549	93450563	TEC	Gm47075
ENSMUSG00000034472	41.0168237901967	326.708692763479	-2.99371715755441	285.691868973282	0.996882360725155	-285.707553872603	3176	0.55352644836272	8	75940572	75950741	protein_coding	Rasd2
ENSMUSG00000064346	59.3685461354289	467.474182951664	-2.97711600316054	408.105636816235	0.996874421066561	-408.116495649075	67	0.402985074626866	MT	4950	5016	Mt_tRNA	mt-Tw
ENSMUSG00000112015	3.04337612170906	50.2468116285633	-4.04528750580212	47.2034355068542	0.996837369326452	-47.3764569660326	1307	0.397857689364958	10	90648945	90650251	TEC	Gm47592
ENSMUSG00000049796	44.4477013017709	1.53082943586322	4.85972335658817	42.9168718659077	0.996834722773587	43.1911426319947	1320	0.527272727272727	3	19747565	19749560	protein_coding	Crh
ENSMUSG00000064337	3991.22924125278	31036.1802493393	-2.95904596068482	27044.9510080866	0.996797671033479	-27044.9511699643	955	0.358115183246073	MT	70	1024	Mt_rRNA	mt-Rnr1
ENSMUSG00000038112	57.0624265983531	4.65138572422761	3.61680861137838	52.4110408741255	0.996755326187641	52.5356879658065	6082	0.428313054916146	9	39498692	39515699	protein_coding	AW551984
ENSMUSG00000105469	2.854803295029	48.3419821851543	-4.08181338182724	45.4871788901253	0.996739446870451	-45.6699534033737	1045	0.416267942583732	3	126760124	126761168	TEC	A930036I15Rik
ENSMUSG00000049489	40.6218606114556	0.825447244828207	5.62093649700106	39.7964133666274	0.996728860658992	40.1914100766669	1224	0.533496732026144	11	78641332	78642555	protein_coding	Ccnq
ENSMUSG00000026834	6.42115678714012	66.5446217965855	-3.3734169398578	60.1234650094454	0.996667989943099	-60.2180287504674	9292	0.427894963409384	2	58157465	58247907	protein_coding	Acvr1c
ENSMUSG00000032348	47.9145434548771	3.19225095630245	3.90781764478922	44.7222924985747	0.996559481275638	44.8926996857284	1266	0.484992101105845	9	78090056	78116631	protein_coding	Gsta4
ENSMUSG00000059588	42.1641932789975	1.65562872211344	4.67056726472566	40.5085645568841	0.996556834722774	40.7769297646791	4882	0.353748463744367	2	84160970	84255755	protein_coding	Calcrl
ENSMUSG00000064358	0.497211573884217	37.3725451561506	-6.23197512844812	36.8753335822664	0.996548895064179	-37.3982317871449	784	0.389030612244898	MT	8607	9390	protein_coding	mt-Co3
ENSMUSG00000112153	4.00977075713078	51.480312480239	-3.68242914685988	47.4705417231082	0.996540955405584	-47.6131559120691	2728	0.392961876832845	10	90564822	90572192	lncRNA	Gm47591
ENSMUSG00000116809	2.43731163668734	42.840712006584	-4.13561982552303	40.4034003698966	0.996360989810771	-40.6145061867237	4080	0.341176470588235	16	74827740	74831819	TEC	A630036G19Rik
ENSMUSG00000109997	0.497211573884217	35.403009594896	-6.15386831895604	34.9057980210118	0.996318644964933	-35.4441085481173	742	0.392183288409704	8	103432681	103433422	TEC	9430099M06Rik
ENSMUSG00000014470	3.50678188129926	46.8271855645414	-3.73912672677308	43.3204036832422	0.996302765647744	-43.481472421687	1985	0.596977329974811	8	123192886	123202803	protein_coding	Rnf166
ENSMUSG00000082823	1.90502518729585	40.6461608832648	-4.41523711555243	38.741135695969	0.996276300119095	-38.9919211350253	522	0.442528735632184	16	67389593	67390114	processed_pseudogene	Gm15828
ENSMUSG00000064325	0.219132469759461	34.2868012034239	-7.28970623346857	34.0676687336645	0.996255127696176	-34.8388557492489	9076	0.411965623622741	8	80692480	80784635	protein_coding	Hhip
ENSMUSG00000045991	1.10260050879831	36.470592128524	-5.0477515457536	35.3679916197257	0.996204843191743	-35.7263855837761	16234	0.425957866206727	18	64473091	64534058	protein_coding	Onecut2
ENSMUSG00000050505	37.8431241594324	1.47173696674396	4.68443943930721	36.3713871926884	0.996191610427418	36.6718117793626	5492	0.444100509832484	14	88702179	88708832	protein_coding	Pcdh20
ENSMUSG00000026463	284.573247299833	38.2757353395455	2.89429804099675	246.297511960288	0.996165144898769	246.314517150286	12248	0.488487916394513	1	133627195	133728779	protein_coding	Atp2b4
ENSMUSG00000117521	2.3453376126614	39.9134891827073	-4.08900888323144	37.5681515700459	0.996075162101363	-37.790025218794	1696	0.441037735849057	18	4590763	4616064	lncRNA	Gm50024
ENSMUSG00000106337	0.677861723086867	33.747119260952	-5.63762953688888	33.0692575378651	0.996043403466984	-33.5463658374622	1467	0.366734832992502	5	58087092	58088558	TEC	Gm42478
ENSMUSG00000104034	2.11729555947857	38.0045519279599	-4.16587764661571	35.8872563684813	0.995958713775308	-36.1282397332568	1409	0.364797728885735	2	14678215	14679623	TEC	2900092N22Rik
ENSMUSG00000038760	45.9920705842901	4.0413897106789	3.50846176774264	41.9506808736111	0.995940187905253	42.097136835363	4000	0.385	15	44059531	44099308	protein_coding	Trhr
ENSMUSG00000064367	1196.14275559427	8621.18824794496	-2.84949714734333	7425.04549235069	0.995921662035199	-7425.04603912402	1824	0.371162280701754	MT	11742	13565	protein_coding	mt-Nd5
ENSMUSG00000091313	3.85435328592416	45.0348659620227	-3.54648164883068	41.1805126760985	0.99591107582374	-41.3329427497221	516	0.484496124031008	6	39630384	39630899	processed_pseudogene	Fth-ps2
ENSMUSG00000064724	45.8964529739277	334.191841459986	-2.86422194675461	288.295388486059	0.99591107582374	-288.309616193577	130	0.469230769230769	6	97524399	97524528	snoRNA	Gm25852
ENSMUSG00000113183	1.48421365338572	35.4375590302068	-4.57750854445131	33.9533453768211	0.995887256847956	-34.260520234699	1340	0.388805970149254	13	20684058	20685397	lncRNA	Gm47664
ENSMUSG00000109387	2.89557488950875	40.3466526856463	-3.80052727143722	37.4510777961375	0.995868730977901	-37.6434222093752	2404	0.397254575707155	7	90807808	90810211	TEC	Gm45182
ENSMUSG00000020599	33.7699253624022	247.448157167938	-2.87331540214917	213.678231805535	0.995858144766442	-213.69754956232	6390	0.473865414710485	11	109116181	109188955	protein_coding	Rgs9
ENSMUSG00000100862	0.497211573884217	31.293946874726	-5.97587993707817	30.7967353008418	0.995839618896388	-31.3711658408241	678	0.361356932153392	1	24653055	24653732	unprocessed_pseudogene	Gm10925
ENSMUSG00000050549	1.31711675201117	33.9012823412358	-4.6858847054961	32.5841655892247	0.995757575757576	-32.9193767045978	2265	0.45916114790287	3	127662707	127689973	protein_coding	Fam241a
ENSMUSG00000102844	0.961259688514677	32.2295457835679	-5.06731381213212	31.2682860950532	0.995731110228927	-31.676227436245	2069	0.440792653455776	3	52189662	52191730	TEC	Gm38034
ENSMUSG00000004748	36.6185739109205	2.32531053548844	3.97708030722633	34.293263375432	0.995699351594548	34.5231093719392	1738	0.512082853855006	11	4041480	4045445	protein_coding	Mtfp1
ENSMUSG00000033061	185.972546045841	25.4544894567954	2.86909762635332	160.518056589045	0.995688765383088	160.543695647987	1032	0.474806201550388	1	75248843	75255059	protein_coding	Resp18
ENSMUSG00000119142	248.605786942108	34.8395664713698	2.83506130235391	213.766220470739	0.995686118830224	213.785019556873	116	0.405172413793103	4	117059725	117059840	snRNA	Gm23143
ENSMUSG00000067786	311.538799164195	44.1923423803051	2.81754354109587	267.34645678389	0.995670239513034	267.361303307914	1829	0.566976489885183	2	157401998	157404442	protein_coding	Nnat
ENSMUSG00000120583	0.913572023673343	31.5588539648789	-5.11038253402401	30.6452819412055	0.995659653301575	-31.068461740164	2177	0.470372071658245	18	68140624	68142800	lncRNA	
ENSMUSG00000086920	6.03900697025365	55.2214181115032	-3.19284469421598	49.1824111412496	0.99564642053725	-49.2859394037315	494	0.467611336032389	11	52124551	52127446	lncRNA	Gm12207
ENSMUSG00000102349	13.1711675201117	100.365638510238	-2.92981028838219	87.1944709901259	0.995548498081249	-87.2436791955373	453	0.437086092715232	19	5851969	5852421	TEC	Gm37376
ENSMUSG00000102407	0.392587109265075	29.1177900591749	-6.21274425165368	28.7252029499098	0.995545851528384	-29.389376918369	2533	0.388077378602448	1	25364947	25367479	TEC	Gm37862
ENSMUSG00000109481	2.64161993208852	36.6802637554239	-3.79550919667059	34.0386438233354	0.995529972211195	-34.2496009231334	3388	0.373671782762692	7	91465375	91468762	TEC	Gm45130
ENSMUSG00000064339	7098.62238163649	49354.3861333051	-2.79756732759022	42255.7637516687	0.995519385999735	-42255.7638442759	1582	0.353982300884956	MT	1094	2675	Mt_rRNA	mt-Rnr2
ENSMUSG00000121092	52.1420377107044	5.67610914421194	3.19947272856278	46.4659285664924	0.995498213576816	46.575950267141	534	0.275280898876405	8	129231424	129231957	lncRNA	
ENSMUSG00000105332	0.497211573884217	28.8670693619922	-5.85942096049079	28.3698577881079	0.995492920471086	-28.9686320855802	1295	0.368339768339768	5	49174855	49176149	TEC	Gm43316
ENSMUSG00000114285	44.5264096015717	4.30851781522271	3.36939773000509	40.2178917863489	0.995484980812492	40.3587866616606	469	0.526652452025586	19	36338743	36339211	processed_pseudogene	Gm47773
ENSMUSG00000062319	4.04895418472489	42.7834415625617	-3.4014313160274	38.7344873778368	0.995447929072383	-38.8835472587243	1228	0.382736156351792	2	6955264	6956491	lncRNA	Gm10115
ENSMUSG00000032698	3.21374055142153	38.7159909956543	-3.59060420206299	35.5022504442328	0.995447929072383	-35.6833606200551	2166	0.548014773776547	2	103788331	103812223	protein_coding	Lmo2
ENSMUSG00000064602	165.737191294739	22.9624415379483	2.85154942514247	142.774749756791	0.995442635966653	142.803223010681	132	0.431818181818182	1	63218163	63218294	snoRNA	Snora41
ENSMUSG00000106049	1.38934425116093	31.7608342613606	-4.51477278910334	30.3714900101996	0.99540823077941	-30.7052207088124	2863	0.409360810338805	5	132463410	132466272	TEC	Gm43019
ENSMUSG00000111626	10.2254308253824	80.516118914554	-2.97711600316054	70.2906880891716	0.99540823077941	-70.3537067377796	389	0.401028277634961	9	20368079	20368467	processed_pseudogene	Gm48738
ENSMUSG00000120983	5.3261479244056	49.657907598134	-3.22085907038558	44.3317596737284	0.99539764456795	-44.4486090774559	3174	0.386893509766856	10	111047417	111050590	lncRNA	
ENSMUSG00000110269	9.32636011975084	74.6212050916679	-3.00019961627358	65.2948449719171	0.995387058356491	-65.3637359523166	853	0.388042203985932	8	103506822	103507674	TEC	Gm45258
ENSMUSG00000038257	32.0746823291947	1.64587439346719	4.28450883241858	30.4288079357275	0.995347360063517	30.7289662749085	9208	0.351216333622937	8	56393495	56583105	protein_coding	Glra3
ENSMUSG00000102427	1.24927531126688	30.462736512655	-4.60788219349482	29.2134612013882	0.995312954876274	-29.5746326042123	796	0.350502512562814	1	177057457	177058252	TEC	Gm37463
ENSMUSG00000120648	3.16695269989947	37.5394479495121	-3.56724020899748	34.3724952496126	0.99528913590049	-34.5571068290349	942	0.412951167728238	6	31076849	31103456	lncRNA	
ENSMUSG00000034796	29.070076833018	0.958947824287895	4.92193875303387	28.1111290087301	0.995257377266111	28.5387640803536	5268	0.566249050873197	8	123844113	123861921	protein_coding	Cpne7
ENSMUSG00000036781	1.21865581834367	29.7161008138155	-4.60788219349482	28.4974449954718	0.995204446208813	-28.8675760946268	816	0.463235294117647	9	66853368	66856798	protein_coding	Rps27l
ENSMUSG00000099583	41.4011238462438	4.04462541100771	3.35559193048006	37.3564984352361	0.995196506550218	37.5069056647666	1249	0.496397117694155	13	23759937	23761185	protein_coding	H3c4
ENSMUSG00000104017	1.78132225305586	31.2198712535652	-4.13144414955184	29.4385490005093	0.995170041021569	-29.7270415281483	2233	0.369905956112853	1	3445779	3448011	TEC	Gm37363
ENSMUSG00000116881	1.02871360113976	28.5684445065233	-4.79550919667059	27.5397309053835	0.995151515151515	-27.9541354149308	2900	0.355862068965517	16	74669927	74672826	TEC	Gm49674
ENSMUSG00000006930	258.507769958921	37.2911026144694	2.79330428410652	221.216667344452	0.99514886859865	221.234302177147	3766	0.57222517259692	11	100238153	100246954	protein_coding	Hap1
ENSMUSG00000031673	8.7112539898852	69.1039514208067	-2.98781589181775	60.3926974309215	0.995122403070001	-60.466560566864	8904	0.426100628930818	8	103358727	103512274	protein_coding	Cdh11
ENSMUSG00000120789	31.104311889721	1.85896490831596	4.06454314847667	29.2453469814051	0.995119756517136	29.526442912559	1087	0.441582336706532	X	162741746	162756067	lncRNA	
ENSMUSG00000112601	5.34636100950771	48.2087818310151	-3.17266681227835	42.8624208215074	0.995117109964271	-42.9796804709124	2976	0.434811827956989	10	90686961	90689936	TEC	Gm47590
ENSMUSG00000047773	36.4636826479145	3.20164418003082	3.50957538805335	33.2620384678837	0.995082704777028	33.4466787954111	6627	0.427644484683869	11	89281049	89732092	protein_coding	Ankfn1
ENSMUSG00000109256	0.497211573884217	26.3986263761686	-5.73045917300666	25.9014148022844	0.995069472012703	-26.5277487000592	842	0.400237529691211	7	91296919	91297760	TEC	Gm44681
ENSMUSG00000020182	26.0810375003153	0.22648451640209	6.84744502680974	25.8545529839132	0.995066825459839	26.7459419986128	4461	0.426810132257341	11	11764101	11848144	protein_coding	Ddc
ENSMUSG00000036198	26.1613806779185	0.505173713834863	5.69451529945019	25.6562069640836	0.995024480614	26.280571916904	3421	0.507453960830167	X	48552822	48589121	protein_coding	Arhgap36
ENSMUSG00000117947	2.26005260856462	30.9992960762302	-3.77780719493714	28.7392434676656	0.994844515019187	-28.9864786115161	880	0.459090909090909	17	30384480	30385359	TEC	Gm50226
ENSMUSG00000046818	0.497211573884217	24.9468500659192	-5.64885397455113	24.4496384920349	0.994810109831944	-25.0937118341827	2916	0.467078189300412	3	137327373	137334094	protein_coding	Ddit4l
ENSMUSG00000000530	0.497211573884217	24.873735030556	-5.64461946889622	24.3765234566718	0.99479158396189	-25.021523230657	4265	0.558968347010551	15	101026403	101043217	protein_coding	Acvrl1
ENSMUSG00000121444	9.68144928286375	73.0710239761137	-2.91600448885716	63.3895746932499	0.994754532221781	-63.4566092851655	719	0.489568845618915	9	122511807	122512706	lncRNA	
ENSMUSG00000005892	0.718513835092799	24.8206738011349	-5.11038253402401	24.1021599660421	0.994659256318645	-24.6379813432988	1384	0.548410404624277	6	92219042	92221631	protein_coding	Trh
ENSMUSG00000055010	1.31363691911286	26.6934591194115	-4.34484778766103	25.3798222002987	0.994603678708482	-25.7490403164218	757	0.434610303830911	11	23998955	24025054	protein_coding	A830031A19Rik
ENSMUSG00000067578	37.0081667673986	3.82971113175981	3.2725361907525	33.1784556356388	0.994579859732698	33.3394572764141	2902	0.483804272915231	2	171878153	171885386	protein_coding	Cbln4
ENSMUSG00000055653	24.3984861534263	0.751187678564852	5.02147442658479	23.6472984748614	0.994529575228265	24.1745719833057	2690	0.428624535315985	X	51361303	51702827	protein_coding	Gpc3
ENSMUSG00000022324	26.1982786814293	1.29056034190608	4.34340252147215	24.9077183395232	0.994524282122535	25.2835831785084	6263	0.470381606258981	15	34306823	34436419	protein_coding	Matn2
ENSMUSG00000023274	2.21969452626883	29.0675351214504	-3.71097568645893	26.8478405951816	0.994492523488157	-27.1030973353558	4032	0.458085317460317	6	124841655	124865184	protein_coding	Cd4
ENSMUSG00000109873	0.270517722461489	22.8125235300836	-6.39795912412059	22.5420058076221	0.994447532089453	-23.4323687830485	3676	0.452937976060936	8	78095470	78099145	TEC	Gm45407
ENSMUSG00000108522	0.497211573884217	22.628161873902	-5.50811570720189	22.1309503000178	0.994341669974858	-22.8061022497441	1786	0.423292273236282	7	121961223	121963008	TEC	Gm44664
ENSMUSG00000058260	1.35332491530816	25.2999355867215	-4.22455355394332	23.9466106714133	0.994325790657668	-24.3163939632994	3674	0.501088731627654	12	103961002	103980014	protein_coding	Serpina9
ENSMUSG00000060961	20.8835003237349	141.749969998664	-2.76291297963744	120.86646967493	0.99428344581183	-120.898044565715	11333	0.455925174269831	5	89034345	89387512	protein_coding	Slc4a4
ENSMUSG00000038264	2.7137078016725	30.0224523685971	-3.46770453544656	27.3087445669246	0.994264919941776	-27.5280312511935	3298	0.5767131594906	9	57847395	57870148	protein_coding	Sema7a
ENSMUSG00000090291	11.8214829739471	83.1146481154838	-2.81369173063567	71.2931651415367	0.994235807860262	-71.3486668204352	2103	0.621968616262482	19	10432735	10434837	protein_coding	Lrrc10b
ENSMUSG00000066724	31.9799174626908	3.0944791046546	3.36939773000509	28.8854383580362	0.994225221648802	29.0812893489761	653	0.548238897396631	7	23646064	23646716	transcribed_processed_pseudogene	Gm10175
ENSMUSG00000056306	23.5073590141216	0.942781425508298	4.64004531994876	22.5645775886133	0.994206695778748	23.0367137917657	3215	0.479937791601866	3	54804489	54823308	protein_coding	Sertm1
ENSMUSG00000105726	0.497211573884217	21.8689919409032	-5.45888303090706	21.3717803670189	0.994172290591505	-22.0579328134171	1155	0.45974025974026	5	131723560	131724714	TEC	Gm42443
ENSMUSG00000072676	33.6764553740186	3.53955891359577	3.25009880163275	30.1368964604228	0.994151118168585	30.3116424907431	2569	0.47450369793694	14	25923724	25928096	protein_coding	Tmem254
ENSMUSG00000110084	1.98984121614494	26.5348874200403	-3.73716521043979	24.5450462038954	0.994116712981342	-24.8279217205444	3998	0.374687343671836	8	103380823	103384820	TEC	Gm45257
ENSMUSG00000104919	3.23652773887204	32.0614724809758	-3.30832191163592	28.8249447421038	0.994100833664152	-29.0141764187155	1229	0.434499593165175	5	52049328	52050556	TEC	Gm42617
ENSMUSG00000083305	0.497211573884217	21.409985853748	-5.42828015302803	20.9127742798638	0.994079661241233	-21.6057944427019	991	0.486377396569122	2	14725945	14726935	processed_pseudogene	Gm13315
ENSMUSG00000109450	0.497211573884217	21.3624636316521	-5.42507434633772	20.8652520577678	0.994069075029774	-21.5589929054554	2081	0.472849591542528	7	83463915	83487553	lncRNA	Gm39043
ENSMUSG00000032511	23.2606966331046	1.03755440997576	4.48663540528947	22.2231422231289	0.994069075029774	22.6715228321657	8764	0.536741214057508	9	119312474	119408082	protein_coding	Scn5a
ENSMUSG00000021032	21.3544146647893	0.505173713834863	5.40161097129242	20.8492409509545	0.994058488818314	21.5376008254435	1723	0.584445734184562	12	87144305	87149313	protein_coding	Ngb
ENSMUSG00000049086	60.697241979762	8.22256299222564	2.88397090283485	52.4746789875363	0.994021437078206	52.5538697244397	983	0.579857578840285	2	25596751	25597733	protein_coding	Bmyc
ENSMUSG00000062372	33.4661636268223	3.57916598870854	3.22500782066992	29.8869976381137	0.994016143972476	30.0604940622073	7904	0.49709008097166	5	30524406	30619276	protein_coding	Otof
ENSMUSG00000047507	33.069627371016	3.55756136503425	3.21654624192172	29.5120660059817	0.993934100833664	29.6868356290771	5112	0.568075117370892	17	25461633	25475338	protein_coding	Baiap3
ENSMUSG00000109438	2.34147197496688	26.8823308986765	-3.52117056030149	24.5408589237096	0.993867937012042	-24.7921842286667	4247	0.442665410878267	8	8692766	8697012	TEC	Gm45073
ENSMUSG00000116185	0.497211573884217	20.4028155829912	-5.35876456799621	19.905604009107	0.993836178377663	-20.6143015565066	2476	0.402261712439418	15	77059989	77062464	TEC	Gm49411
ENSMUSG00000048616	26.987294865692	2.38430071426484	3.50064226328335	24.6029941514272	0.993833531824798	24.850791083397	1695	0.562241887905605	11	89191464	89193158	protein_coding	Nog
ENSMUSG00000108008	0.707774482397462	20.8541461938947	-4.88090068790124	20.1463717114972	0.993804419743284	-20.7291940186533	1405	0.390747330960854	6	45278037	45279441	TEC	Gm43869
ENSMUSG00000109791	0.497211573884217	19.9410676513762	-5.32573896471332	19.4438560774919	0.993719730051608	-20.1600355823715	1064	0.325187969924812	8	59115463	59116526	TEC	Gm45636
ENSMUSG00000083563	0.643639577843646	20.2723432089071	-4.97711600316054	19.6287036310635	0.993706497287283	-20.2498812328626	1545	0.397411003236246	2	22478115	22479659	unprocessed_pseudogene	Gm13340
ENSMUSG00000031885	21.7172871351727	1.161318882379	4.22500782066992	20.5559682527937	0.99367209210004	20.9856742063386	3480	0.464655172413793	8	105897306	105944621	protein_coding	Cbfb
ENSMUSG00000102670	0.497211573884217	19.555111503285	-5.29754207288267	19.0578999294008	0.993619161042742	-19.780482848834	1085	0.340092165898618	9	107696127	107697211	TEC	Gm37436
ENSMUSG00000109568	5.61367905998309	43.9990008823913	-2.97045227287953	38.3853218224082	0.993613867937012	-38.500084650755	1240	0.425806451612903	8	8687966	8689205	TEC	Gm45074
ENSMUSG00000058153	114.0228189204	17.1442808978553	2.73352327589184	96.878538022545	0.993611221384147	96.9170948743592	6070	0.51828665568369	5	112567017	112725051	protein_coding	Sez6l
ENSMUSG00000050248	21.1253161424166	1.03856168682857	4.34631411689205	20.086754455588	0.993576816196904	20.5515972849261	5837	0.548398149734453	5	37495843	37582399	protein_coding	Evc2
ENSMUSG00000112596	0.497211573884217	19.2700265718001	-5.27635487153253	18.7728149979159	0.993545057562525	-19.5002180417635	3041	0.461361394278198	10	121664923	121667963	TEC	Gm48804
ENSMUSG00000113391	0.497211573884217	19.2709318629103	-5.27642264665015	18.7737202890261	0.993545057562525	-19.5011079028006	1101	0.35149863760218	13	8847338	8848438	TEC	Gm48327
