control_mean	morphine_mean	M	D	prob	ranking	Length	GC	Chrom	GeneStart	GeneEnd	Biotype	mgi_symbol
ENSMUSG00000059588	8.1458441780635	41.5820025853499	-2.35182311753772	33.4361584072864	0.983763887757042	-33.5187672955515	4882	0.353748463744367	2	84160970	84255755	protein_coding	Calcrl
ENSMUSG00000089255	1760.56299925573	383.082987284266	2.20030799071607	1377.48001197147	0.983647081194143	1377.48176929358	128	0.640625	17	24938650	24938777	snoRNA	Snora78
ENSMUSG00000023391	1.07148083732469	10.3049994477869	-3.265666473788	9.23351861046221	0.983481378860729	-9.7940003802213	2855	0.578283712784588	2	71373752	71377098	protein_coding	Dlx2
ENSMUSG00000086841	25.5414330618536	4.72395205899672	2.43477324435309	20.8174810028568	0.983405318773259	20.9593806219488	2076	0.473025048169557	11	62493650	62495725	lncRNA	2410006H16Rik
ENSMUSG00000109438	14.4058290113586	2.30914162337584	2.64122412182052	12.0966873879828	0.983250482166626	12.3816764060554	4247	0.442665410878267	8	8692766	8697012	TEC	Gm45073
ENSMUSG00000073647	75.7768327225913	15.8431736259729	2.25789548226901	59.9336590966184	0.983215168554587	59.9761751424557	619	0.483037156704362	18	4198320	4198938	processed_pseudogene	Gm10557
ENSMUSG00000104860	12.1929584211949	1.73727625765761	2.81114912326283	10.4556821635373	0.983128242740336	10.8269963008275	2258	0.401682905225864	3	123479364	123481621	TEC	Gm42510
ENSMUSG00000031323	2.93859537998271	16.957218111488	-2.5287008796218	14.0186227315052	0.983044033357781	-14.2448626327836	1388	0.462536023054755	X	101946822	101952293	protein_coding	Dmrtc1a
ENSMUSG00000078941	8.83807234543012	0.354168453393904	4.64122412182052	8.48390389203621	0.982737076576209	9.67044914149678	2769	0.473817262549657	13	100787487	100802867	protein_coding	Ak6
ENSMUSG00000030321	13.7848041632535	2.20959620153448	2.64122412182052	11.575207961719	0.982674598647217	11.8727210115765	2663	0.44723995493804	6	115787690	115815373	protein_coding	Efcab12
ENSMUSG00000109640	8.64634762736574	0.277188368413714	4.96315221670788	8.36915925895203	0.98241110477277	9.73014422441491	3538	0.397964951950254	8	26552543	26556080	TEC	Gm45413
ENSMUSG00000120997	16.5167598808406	2.92619229843736	2.49683421248534	13.5905675824032	0.982383940455817	13.8180211425698	2346	0.486359761295823	11	60769738	60772083	lncRNA	
ENSMUSG00000102841	14.5915607293923	2.47649607941343	2.55876196162854	12.1150646499788	0.982106864422894	12.3823283048643	3564	0.447250280583614	1	194359310	194362873	TEC	Gm38036
ENSMUSG00000018761	11.3767355847347	1.6209792519797	2.81114912326283	9.75575633275501	0.981998207155081	10.1527011685221	2420	0.465289256198347	11	69547523	69553468	protein_coding	Mpdu1
ENSMUSG00000020548	23.344610733837	4.49035003410128	2.37818971598672	18.8542606997357	0.981924863499307	19.0036557761612	1092	0.468864468864469	11	65042736	65050717	lncRNA	1700086D15Rik
ENSMUSG00000050188	21.6265662111135	4.15988312809213	2.37818971598672	17.4666830830213	0.981501100154837	17.6278417353892	943	0.549310710498409	4	125990416	125992377	protein_coding	Lsm10
ENSMUSG00000002741	44.0818850516642	9.20220795192231	2.26013395446501	34.8796770997419	0.981495667291446	34.9528264962132	2984	0.526139410187668	11	5905693	5917780	protein_coding	Ykt6
ENSMUSG00000085586	9.58149892237224	1.06327334381755	3.1717388385193	8.51822557855469	0.981332681389726	9.08955962997742	2767	0.506324539212143	11	97535010	97551193	lncRNA	Gm11613
ENSMUSG00000105663	30.1090333716732	6.06727610906913	2.31107552012819	24.0417572626041	0.981256621302257	24.1525808627921	3556	0.401012373453318	5	52012562	52016117	TEC	Gm43606
ENSMUSG00000036411	8.60943090424506	0.605864362097026	3.82885112499629	8.00356654214803	0.980995843859506	8.8722701904291	4856	0.468080724876442	9	22322809	22355977	protein_coding	9530077C05Rik
ENSMUSG00000045176	1.6428989208174	11.0604411366284	-2.75109330095824	9.41754221581102	0.980718767826583	-9.81114752397293	1862	0.631041890440387	11	68950543	68952404	protein_coding	Borcs6
ENSMUSG00000120525	19.1527535096544	3.68404375449932	2.37818971598672	15.4687097551551	0.980664439192677	15.6504558340789	1331	0.46656649135988	14	70896785	70898115	lncRNA	
ENSMUSG00000039163	5.23366602320274	26.0063865448069	-2.31297218856636	20.7727205216042	0.980563931219949	-20.9010946654418	1169	0.508126603934987	9	117893590	117979245	protein_coding	Cmc1
ENSMUSG00000104938	9.96589832553887	1.30700903702495	2.9307307390155	8.65888928851392	0.980474288974004	9.14141927576629	2251	0.373167481119502	3	55922339	55924589	TEC	Gm42840
ENSMUSG00000032415	2.27864267453408	13.1489490160588	-2.5287008796218	10.8703063415247	0.980080406378182	-11.16055052841	1790	0.463687150837989	9	86189359	86347003	protein_coding	Ube2cbp
ENSMUSG00000096995	10.0391676202222	1.37931427207837	2.86361654315696	8.65985334814385	0.979944584793415	9.12103939897206	2133	0.505860290670417	12	111538750	111540882	lncRNA	2810029C07Rik
ENSMUSG00000045689	8.22775091598171	0.527537626383927	3.96315221670788	7.70021328959778	0.979887539727814	8.66024596637387	3718	0.465841850457235	18	37440508	37444225	protein_coding	Pcdhb4
ENSMUSG00000043644	2.19446039495122	12.6631736399275	-2.5287008796218	10.4687132449763	0.979501806427077	-10.7697857520074	1394	0.598278335724534	11	120239504	120242036	lncRNA	0610009L18Rik
ENSMUSG00000069265	42.0098073610262	9.18251355288127	2.1937651448493	32.8272938081449	0.979224730394154	32.9005140427475	534	0.606741573033708	13	23945836	23946369	protein_coding	H3c1
ENSMUSG00000028470	24.4991078464922	5.09450622050764	2.26571498672831	19.4046016259846	0.979178551055334	19.5364282473601	1540	0.544155844155844	4	43654227	43656466	protein_coding	Hint2
ENSMUSG00000021265	7.82572983003837	0.376320969857145	4.37818971598672	7.44940886018123	0.978909624317497	8.64073130905703	2606	0.557175748273216	12	108791799	108801809	protein_coding	Slc25a29
ENSMUSG00000113140	9.79775804806334	1.39600348391135	2.81114912326283	8.401754564152	0.97872762339391	8.85957330515812	2810	0.360142348754448	13	17929101	17931910	TEC	Gm48624
ENSMUSG00000107116	7.5457252167196	0.196138489489544	5.26571498672831	7.34958672723005	0.978450547360987	9.04124877340134	5000	0.4468	5	118782438	118787437	TEC	Gm43274
ENSMUSG00000035759	11.3707931430095	1.92986378638449	2.55876196162854	9.44092935662502	0.978222367098579	9.78153412778697	3049	0.449655624795015	10	111134540	111137588	protein_coding	Bbs10
ENSMUSG00000026857	8.74646973713224	1.05149297438998	3.05626162109936	7.69497676274226	0.977958873224133	8.27969821163478	2798	0.566833452466047	2	30697838	30713045	protein_coding	Ntmt1
ENSMUSG00000010609	1.64770271883149	10.4136317134338	-2.65994541290005	8.76592899460229	0.977956156792437	-9.16061246522399	4332	0.454755309325946	1	180054569	180091003	protein_coding	Psen2
ENSMUSG00000032121	1.16803275699198	8.98687237065494	-2.94373837890064	7.81883961366296	0.977882813136664	-8.35463036570725	2619	0.454371897670867	9	37119519	37135996	protein_coding	Tmem218
ENSMUSG00000114535	10.3961862041189	1.66642726839035	2.64122412182052	8.7297589357286	0.977649200010866	9.12056774206627	2354	0.459218351741716	13	59751123	59753476	TEC	Gm47246
ENSMUSG00000049946	1.72926952547315	10.5331579997211	-2.60670339162307	8.80388847424799	0.977467199087279	-9.18168583860806	1769	0.481062747314867	8	59364789	59367332	protein_coding	BC030500
ENSMUSG00000094832	7.63193287590042	0.49034622372386	3.9601758102255	7.14158665217656	0.977372123977943	8.16610386649849	3073	0.407419459811259	5	22980628	22983700	TEC	Gm21846
ENSMUSG00000104919	15.7641654517705	3.19183872236849	2.30418913454295	12.572326729402	0.976801673321924	12.7817325491728	1229	0.434499593165175	5	52049328	52050556	TEC	Gm42617
ENSMUSG00000108246	11.0399789029468	1.93049694379472	2.51569323973666	9.10948195915212	0.976728329666151	9.45046951429265	2032	0.320374015748031	6	61952082	61954113	TEC	Gm43896
ENSMUSG00000027952	3.57160279108231	17.1749990796448	-2.265666473788	13.6033962885625	0.97663597098851	-13.7907808029177	1713	0.546993578517221	3	89361848	89376320	protein_coding	Pmvk
ENSMUSG00000032114	11.4211281411719	2.05955711749609	2.4712991203782	9.36157102367577	0.976418656452884	9.68226891661804	2857	0.55792789639482	9	44308149	44314265	protein_coding	Slc37a4
ENSMUSG00000107595	11.1239192384073	1.98119686353075	2.48922102837547	9.14272237487652	0.976405074294407	9.47552604092113	2475	0.376969696969697	6	103541317	103543791	TEC	Gm44441
ENSMUSG00000032062	2.06102596635472	11.397638348306	-2.46730033495765	9.33661238195127	0.976361611387282	-9.65711663560547	1979	0.448711470439616	9	50650991	50657836	protein_coding	2310030G06Rik
ENSMUSG00000066838	1.83596074334534	10.5944448770009	-2.5287008796218	8.7584841336556	0.976098117512835	-9.11621480978245	2777	0.444364422038171	7	7205116	7212997	protein_coding	Zfp772
ENSMUSG00000034334	14.2247865934112	2.88015403068347	2.30418913454295	11.3446325627277	0.975630891261239	11.5762677729503	1362	0.422173274596182	13	92586133	92620523	protein_coding	Fam151b
ENSMUSG00000071015	3.88898778357742	17.9531798159766	-2.20677278473443	14.0641920323992	0.97546790535952	-14.23626859987	1311	0.418764302059497	4	34743784	34756263	protein_coding	Gm136
ENSMUSG00000003198	5.41503421531944	24.0365795943069	-2.15018925636807	18.6215453789874	0.975408143862223	-18.7452731679186	2448	0.399918300653595	17	56199093	56205928	protein_coding	Zfp959
ENSMUSG00000107604	51.4996261037374	12.3824803970672	2.05626162109936	39.1171457066702	0.975147366419471	39.1711539285132	396	0.308080808080808	6	47824677	47825072	processed_pseudogene	Gm44041
ENSMUSG00000021256	9.41616865121046	1.50933812612192	2.64122412182052	7.90683052508854	0.975128351397604	8.33630816453893	2599	0.622162370142362	12	86725474	86738865	protein_coding	Vash1
ENSMUSG00000091985	7.04624696740177	0.322702351907772	4.44857904387812	6.723544615494	0.975063157036916	8.06200395101429	3039	0.448831852583087	4	108491040	108494638	lncRNA	Gm17354
ENSMUSG00000020212	7.18442305849514	0.476526942394422	3.91424261622693	6.70789611610072	0.975006111971314	7.76641265727531	4116	0.476433430515063	10	117977716	118004902	protein_coding	Mdm1
ENSMUSG00000040429	12.6488585487614	2.49540062963796	2.34166383996161	10.1534579191235	0.974881156113329	10.4199854728687	3144	0.389312977099237	5	3940581	3943933	protein_coding	Mterf1a
ENSMUSG00000098176	11.8385363411842	2.27714964577644	2.37818971598672	9.56138669540777	0.974829543911118	9.85271038163335	2584	0.557275541795666	15	75851721	75854304	protein_coding	Ccdc166
ENSMUSG00000117634	11.2101511704879	2.07334555485776	2.43477324435309	9.13680561563019	0.974815961752642	9.45565109388185	2365	0.495983086680761	18	11788477	11790841	lncRNA	Gm50069
ENSMUSG00000025545	4.23694984842382	19.0161970419226	-2.16613080023709	14.7792471934987	0.974710020916524	-14.9371439790301	1444	0.480609418282548	14	122419116	122639646	protein_coding	Clybl
ENSMUSG00000103783	1.06070658479958	8.16110219790058	-2.94373837890064	7.100395613101	0.974614945807188	-7.68643047883454	2884	0.406033287101248	1	30872629	30875512	TEC	Gm37522
ENSMUSG00000096993	2.89822623454476	13.9368893526441	-2.265666473788	11.0386631180993	0.974264526118491	-11.2687766862838	2111	0.417811463761251	9	36679157	36693973	lncRNA	Gm26787
ENSMUSG00000069755	9.42641870082074	1.57667596052688	2.57982357715637	7.84974274029386	0.974185749599326	8.2628052608087	2488	0.347266881028939	12	20948575	20952660	transcribed_unprocessed_pseudogene	Zfp125
ENSMUSG00000035342	0.282619899349778	6.79526363253686	-4.58759456867536	6.51264373318709	0.973838046342325	-7.96621317326876	3608	0.61280487804878	19	45002853	45015550	protein_coding	Lzts2
ENSMUSG00000051341	7.73470996349431	0.929860095557257	3.05626162109936	6.80484986793705	0.973751120528074	7.45967270205388	3164	0.399494310998736	17	21755801	21782863	protein_coding	Zfp52
ENSMUSG00000035984	35.3446307401733	8.49820145102011	2.05626162109936	26.8464292891532	0.973710374052644	26.925062254931	1154	0.436741767764298	18	34695687	34712168	protein_coding	Nme5
ENSMUSG00000032245	1.25681092463517	8.46119202810276	-2.75109330095824	7.2043811034676	0.973474044495151	-7.7117845817021	2434	0.557518488085456	9	62746067	62759288	protein_coding	Cln6
ENSMUSG00000059288	4.41123846544308	19.4262848196611	-2.13875436130578	15.015046354218	0.973292043571564	-15.166604341029	4392	0.506147540983607	13	35843816	36058046	protein_coding	Cdyl
ENSMUSG00000103624	6.74176923539835	0.324195850395941	4.37818971598672	6.41757338500241	0.973218699915791	7.76877038797409	3025	0.358677685950413	9	100759144	100762168	TEC	Gm3081
ENSMUSG00000092417	2.71339168934007	13.0480634306509	-2.265666473788	10.3346717413108	0.973218699915791	-10.580107965947	1879	0.571580627993614	17	35340431	35343790	protein_coding	Gpank1
ENSMUSG00000065304	98.1926204377926	377.748201979863	-1.94373837890064	279.55558154207	0.972756906527585	-279.562338826621	135	0.437037037037037	5	129866603	129866737	snoRNA	Gm23245
ENSMUSG00000102521	6.6543022168844	0.304752158933412	4.44857904387812	6.34955005795099	0.972748757232499	7.75284731231416	3218	0.340273461777502	1	123384963	123388180	TEC	Gm37781
ENSMUSG00000046546	6.63214697140813	0.31892437315373	4.37818971598672	6.3132225982544	0.972482546926357	7.68279407274996	3075	0.577235772357723	16	30418541	30421615	protein_coding	Fam43a
ENSMUSG00000116305	8.97419227154235	1.51041741081057	2.57083479392912	7.46377486073178	0.972430934724146	7.89411975519553	4545	0.548074807480748	15	85537757	85591728	lncRNA	Lncppara
ENSMUSG00000106049	8.54789462958295	1.37016059720254	2.64122412182052	7.17773403238041	0.971960992040855	7.64826324738358	2863	0.409360810338805	5	132463410	132466272	TEC	Gm43019
ENSMUSG00000043668	12.4575078876681	2.62998570531272	2.24388862427513	9.82752218235534	0.97191752913373	10.0804379072954	3356	0.509237187127533	8	90973668	91074971	protein_coding	Tox3
ENSMUSG00000037243	10.3891247769129	1.99835445226229	2.37818971598672	8.39077032465059	0.971909379838644	8.72128505245999	1963	0.580743759551707	11	58197895	58205453	protein_coding	Zfp692
ENSMUSG00000043811	3.15694302431579	14.1689311292756	-2.16613080023709	11.0119881049598	0.971529079401298	-11.223012281358	1938	0.627450980392157	16	17945506	17970272	protein_coding	Rtn4r
ENSMUSG00000061758	0.509846298427	6.65816654561394	-3.70699066458712	6.14832024718694	0.971254719800071	-7.17938866821577	3535	0.452899575671853	6	34361153	34373885	protein_coding	Akr1b10
ENSMUSG00000044134	8.03240436991127	1.21976672568124	2.71922663382179	6.81263764423003	0.971219406188031	7.33527267098271	2412	0.62106135986733	5	121987047	121992695	protein_coding	Pheta1
ENSMUSG00000085776	19.4194714402533	4.58726838097831	2.0817967132065	14.8322030592749	0.971034688832749	14.9775874274425	2993	0.435015035081858	6	50543623	50601379	lncRNA	5430402O13Rik
ENSMUSG00000112039	15.3282351710336	3.50999444326314	2.12665094899076	11.8182407277705	0.97079020998017	12.0080580510912	1397	0.438797423049392	10	108534625	108536021	protein_coding	Brcc3dc
